stock_symbol,company_name,abbreviation,sector_id,address,chairman,general_manager,spokesperson,spokesperson_title,founding_date,listed_date,outstanding_common_shares,private_placement_common_shares,preferred_shares,common_stock_dividend_frequency,common_stock_dividend_decision_level,accounting_firm,accountant_1,accountant_2,website
3138,耀登科技股份有限公司,耀登,15,(334)桃園市八德區和平路772巷19號,張玉斌,張玉斌,溫文聖,副總經理,1990-02-10,2020-12-11,50310363,0,0,每年,董事會,安侯建業聯合會計師事務所,吳佳翰,吳仲舜,www.auden.com.tw
3149,正達國際光電股份有限公司,正達,2,36647苗栗縣銅鑼鄉中興工業區中興路99號,鍾志明,鍾志明,邱火生,副總,1996-06-27,2011-11-23,186233604,12101226,0,每半會計年度,董事會,安侯建業聯合會計師事務所,鄒依芸,曾國禓,www.gtoc.com.tw
3150,鈺寶科技股份有限公司,鈺寶-創,1,新竹市公道五路2段101號10樓之1,羅森洲,黃良駿,黃良駿,總經理,1998-01-23,2024-06-27,44377001,0,0,每年,董事會,資誠聯合會計師事務所,黃珮娟,陳晉昌,https://www.syncomm.com.tw/tw
3164,景岳生物科技股份有限公司,景岳,19,台南科學工業園區台南市善化區南科七路八號,陳根德,陳昱瑾,葉天佑,協理,2000-12-06,2010-03-22,86511364,0,0,每年,董事會,安侯建業聯合會計師事務所,蘇彥達,許振隆,www.genmont.com.tw
3167,大量科技股份有限公司,大量,11,(334) 桃園市八德區豐田路68號,王作京,簡禎祈,張家齊,財務長暨總管理處主管,1980-12-26,2013-10-21,88252787,0,0,每年,董事會,安永聯合會計師事務所,張志銘,羅筱靖,https://www.taliang.com
3168,眾福科技股份有限公司,眾福科,2,(221)新北市汐止區新台五路一段93號30F,黃漢州,俞思平,黃昭維,副總經理,1997-11-22,2024-03-26,78099649,0,0,每年,董事會,勤業眾信聯合會計師事務所,邵志明,黃國寧,www.dataimage.com.tw
3189,景碩科技股份有限公司,景碩,1,桃園市新屋區中華路1245號,廖賜政,陳河旭,穆顯爵,資深專案處長,2000-09-11,2004-11-01,456607160,0,0,每年,董事會,安永聯合會計師事務所,張志銘,陳國帥,www.kinsus.com.tw
3209,全科科技股份有限公司,全科,16,台北市內湖區瑞光路360號9樓,吳堉文,謝宏昌,謝宏昌,總經理,1991-04-15,2008-11-26,233044916,0,0,每年,董事會,勤業眾信聯合會計師事務所,劉明賢,邱盟捷,http://www.alltek.com
3229,晟鈦股份有限公司,晟鈦,13,新北市新莊區瓊林南路305巷2號,莊明理,劉文禎,劉文禎,總經理,1987-07-28,2009-12-31,64263000,43350507,0,每年,股東會,霈昇聯合會計師事務所,林育雅,李菡,http://www.cheer-time.com.tw/
3231,緯創資通股份有限公司,緯創,12,新竹縣竹北市智慧路1號,林憲銘,林建勳,石慶堂,財務長,2001-05-30,2003-08-19,2894435050,0,0,每年,股東會,安侯建業聯合會計師事務所,唐嘉鍵,黃明宏,www.wistron.com
3257,虹冠電子工業股份有限公司,虹冠電,1,新竹科學工業園區新竹市東區園區二路11號5樓,方敏宗,林保偉,林保偉,總經理,1998-12-30,2011-03-21,79823590,0,0,每年,董事會,安永聯合會計師事務所,李芳文,傅文芳,http://www.championmicro.com.tw
3266,昇陽建設企業股份有限公司,昇陽,22,台北市大安區忠孝東路四段289號12樓,麥寬成,魏岱霖,魏岱霖,總經理,1993-03-17,2014-12-24,352314309,0,0,每年,股東會,安侯建業聯合會計師事務所,韓沂璉,曾國禓,http://www.sunty.com.tw
3296,勝德國際研發股份有限公司,勝德,13,新北市中和區中山路二段407號10樓,周義雄,周義雄,賴麗明,副總經理,2000-11-14,2007-12-31,96724450,0,0,每年,股東會,安侯建業聯合會計師事務所,陳明輝,李慈慧,www.power-tech.com.tw
3305,昇貿科技股份有限公司,昇貿,14,桃園市觀音區大潭北路665號,李三蓮,李弘偉,李弘偉,總經理,1978-04-24,2008-07-10,134237474,0,0,每年,股東會,安侯建業聯合會計師事務所,陳宜君,江曉苓,http://www.shenmao.com
3308,聯德電子股份有限公司,聯德,13,桃園市龜山區科技一路69號,陳銘智,鄧瑞玲,鄧瑞玲,副董事長,1988-02-02,2008-03-12,60000000,0,0,每年,股東會,勤業眾信會計師事務所,邱政俊,簡明彥,www.bestec.com.tw
3311,閎暉實業股份有限公司,閎暉,15,新北市淡水區奎柔山路73號,焦佑衡,徐幼珍,陳韋齡,財務長,2001-10-26,2004-03-08,68000000,0,0,每年,股東會,勤業眾信聯合會計師事務所,陳彥君,邱盟捷,www.silitech.com
3312,弘憶國際股份有限公司,弘憶股,16,台北市內湖區行忠路57號2樓,葉佳紋,劉彥輝,柯登嘉,資深協理,1995-10-06,2010-12-29,162625455,0,0,每年,股東會,安侯建業會計師事務所,紀孟君,楊樹芝,http://www.gmitec.com
3321,同泰電子科技股份有限公司,同泰,13,台中市大甲區青年路123號,曾子章,曾山一,曾山一,總經理,1990-11-19,2015-12-15,97159793,0,0,每年,股東會,資誠聯合會計師事務所,陳憲正,林冠宏,https://www.uniflex.com.tw
3338,泰碩電子股份有限公司,泰碩,13,(114)台北市內湖區瑞光路302號3樓,彭朋煌,劉克平,劉克平,營運長,1994-09-23,2013-12-13,87908141,0,0,每年,股東會,安侯建業聯合會計師事務所,陳富仁,蕭雅文,http://www.taisol.com
3346,麗清科技股份有限公司,麗清,10,新北市中和區中原街97號5樓,劉美秀,劉美秀,李鋆辰,財務處協理,1999-08-27,2016-12-19,121159020,0,0,每年,股東會,勤業眾信聯合會計師事務所,陳致源,黃堯麟,www.lastertech.com
3356,奇偶科技股份有限公司,奇偶,2,台北市內湖區內湖路一段246號9樓,戴光正,王有傳,李建邦,財務長,1998-02-03,2005-03-28,79941672,0,0,每年,董事會,資誠聯合會計師事務所,徐潔如,吳仁杰,https://www.geovision.com.tw
3376,新日興股份有限公司,新日興,13,新北市樹林區俊英街一七四號,呂勝男,阮朝宗,卓聖桓,副總經理,1968-06-28,2007-12-31,195748346,0,0,每年,股東會,勤業眾信聯合會計師事務所,謝明忠,許晉銘,https://www.szs-group.com/
3380,明泰科技股份有限公司,明泰,15,新竹科學園區新竹市力行七路8號,黃文芳,黃文芳,陳韶伶,財務長,2003-09-04,2004-12-20,541718460,0,0,每年,董事會,安侯建業聯合會計師事務所,吳俊源,鄭安志,www.alphanetworks.com
3406,玉晶光電股份有限公司,玉晶光,2,台中市大雅區中部科學工業園區科雅東路一號,陳天慶,郭英理,郭英理,總經理,1990-02-08,2005-12-20,112743063,0,0,每半會計年度,董事會,安永聯合會計師事務所,黃子評,黃宇廷,https://www.gseo.com/tw
3413,京鼎精密科技股份有限公司,京鼎,1,(35053)新竹科學園區苗栗縣竹南鎮科中路16號,劉揚偉,邱耀銓,李貞誼,副總經理,2001-04-26,2015-07-28,107794057,8117258,0,每年,董事會,資誠聯合會計師事務所,徐聖忠,吳仁杰,http://www.foxsemicon.com.tw/
3416,融程電訊股份有限公司,融程電,12,新北市三重區中興南街18號,呂谷清,林筠卿,劉至原,會計主管,1996-01-23,2015-01-23,79746502,0,0,每年,董事會,安永聯合會計師事務所,鄭清標,傅文芳,www.winmate.com.tw
3419,譁裕實業股份有限公司,譁裕,15,新竹市公道五路二段326號,鄒宓富,曹付宜,曹付宜,總經理,1981-11-18,2008-01-21,120480417,0,0,每年,股東會,勤業眾信聯合會計師事務所,方蘇立,林心彤,https://www.whayu.com
3432,台端興業股份有限公司,台端,13,新北市中和區中正路880號13樓,陳帝生,林樂賢,鄭佩琪,財務長,1988-05-24,2010-12-30,42230000,6230000,0,每年,股東會,資誠聯合會計師事務所,葉翠苗,于智帆,http://www.taitwun.com.tw
3437,榮創能源科技股份有限公司,榮創,2,新竹縣湖口鄉新竹工業區工業五路13號,方榮熙,方榮熙,方榮熙,執行長,1999-10-02,2014-07-09,144548000,0,0,每年,股東會,資誠聯合會計師事務所,林柏全,張淑瓊,www.aot.com.tw
3443,創意電子股份有限公司,創意,1,新竹科學工業園區新竹市力行六路十號,曾繁城,戴尚義,姜呈冀,會計主管,1998-01-22,2006-11-03,134011911,0,0,每年,股東會,勤業眾信聯合會計師事務所,李協昌,陳明煇,www.guc-asic.com
3447,展達通訊股份有限公司,展達,15,新北市三重區光復路二段69號22樓,呂進宗,陳秋龍,陳秋龍,總經理,1997-10-17,2022-12-15,77331120,0,0,每年,董事會,資誠聯合會計師事務所,梁華玲,廖福銘,www.xavi.com.tw
3450,聯鈞光電股份有限公司,聯鈞,1,新北市中和區橋安街35號10樓,鄭祝良,宋天增,陳士恩,協理,2000-09-27,2006-04-12,145681382,0,0,每年,股東會,勤業眾信聯合會計師事務所,張耿禧,陳薔旬,http://www.elaser.com.tw
3454,晶睿通訊股份有限公司,晶睿,2,新北市中和區連城路192號6樓,羅永堅,廖禎祺,謝邦彥,全球行銷處處長,2000-02-08,2011-07-22,86567893,0,0,每年,股東會,資誠聯合會計師事務所,梁益彰,顏裕芳,www.vivotek.com
3481,群創光電股份有限公司,群創,2,新竹科學園區苗栗縣竹南鎮科學路160號,洪進揚,楊弘文,洪進揚,董事長,2003-01-14,2006-10-24,7989197337,0,0,每年,股東會,資誠聯合會計師事務所,徐聖忠,林永智,http://www.innolux.com
3494,誠研科技股份有限公司,誠研,12,新北市新店區北新路三段207-2號7樓,光風投資有限公司代表人：黃茯,黃冠智,邱垂健,研發處副總經理,2001-02-09,2007-12-13,94800000,40800000,0,每年,股東會,信永中和聯合會計師事務所,姚毓琳,吳佳鴻,www.hiti.com
3501,維熹科技股份有限公司,維熹,13,台北市內湖區新湖三路196號,吳瑞雄,吳瑞雄,游嘉德,會計協理,2002-09-03,2007-09-20,118257927,0,0,每年,董事會,資誠聯合會計師事務所,林瑟凱,梁益彰,www.wellshin.com.tw
3504,揚明光學股份有限公司,揚明光,2,新竹科學園區新安路7號,林惠姿,張雅容/林威嶧,張雅容,總經理,2002-02-18,2007-01-26,114059785,0,0,每年,股東會,安永聯合會計師事務所,邱琬茹,黃敏如,www.youngoptics.com
3515,華擎科技股份有限公司,華擎,12,臺北市北投區中央南路二段37號2樓,童旭田,許隆倫,陳健宏,副總經理,2002-05-10,2007-11-08,123574129,0,0,每年,董事會,安永聯合會計師事務所,余倩如,王瑄瑄,http://www.asrock.com.tw
3518,柏騰科技股份有限公司,柏騰,14,桃園市蘆竹區南山路一段108巷2號,黃逸駿,游秀屏,劉明怡,財務處副總經理,1995-10-20,2007-11-28,96962230,3900000,0,每年,股東會,勤業眾信聯合會計師事務所,翁博仁,尤盟貴,www.pttech.com.tw
3528,安馳科技股份有限公司,安馳,16,新北市汐止區新台五路一段75號21樓,李瑞西,李瑞西,林志峰,管理部協理,2000-12-26,2016-05-18,66639216,0,0,每年,董事會,安永聯合會計師事務所,張正道,楊弘斌,https://www.macnica.com/apac/anstek/zh_tw/
3530,晶相光電股份有限公司,晶相光,1,新竹市科學工業園區力行一路10-2號4樓,何新平,陳俊伯,簡宏亨,處長,2004-05-24,2018-07-16,77475900,0,0,每年,股東會,勤業眾信聯合會計師事務所,陳明煇,葉東煇,www.soinc.com.tw
3532,台塑勝高科技股份有限公司,台勝科,1,台北市內湖區南京東路六段380號 (台塑企業內湖大樓A1棟8樓),郭文筆,高橋和也,邱紹勛,副總經理,1995-11-21,2007-12-10,387848300,0,0,每年,董事會,勤業眾信會計師事務所,楊靜婷,莊文源,www.fstech.com.tw
3533,嘉澤端子工業股份有限公司,嘉澤,13,基隆市安樂區武訓街15號,朱德祥,何德佑,劉興夏,會計經理,1986-08-23,2007-12-10,112534691,0,0,每年,股東會,安侯建業會計師事務所,李逢暉,蔡佩汝,https://www.lotes.cc/
3535,晶彩科技股份有限公司,晶彩科,2,新竹縣竹北市環北路二段197號,陳永華,陳永華,王子越,副總經理,2000-03-10,2008-01-31,79052356,0,0,每年,股東會,勤業眾信聯合會計師事務所,方蘇立,葉東煇,http://www.favite.com
3543,州巧科技股份有限公司,州巧,2,(30351)新竹縣湖口鄉新竹工業區光復路42號,李樹裔,徐文茂,李逸淑,副總經理,2000-06-09,2020-04-15,89263150,0,0,每年,董事會,資誠聯合會計師事務所,廖福銘,林永智,http://www.jochu.com/
3545,敦泰電子股份有限公司,敦泰,1,新竹縣竹北市環科一路23號11樓之1,胡正大,胡正大,張維杰,財務長,2006-01-03,2007-07-03,221354882,0,0,每年,股東會,勤業眾信聯合會計師事務所,黃惠敏,邵志明,http://www.focaltech-electronics.com
3550,聯穎科技股份有限公司,聯穎,13,新北市中和區建八路16號4樓,何鈞銜,廖文宏,鄭淑菁,財務處協理,1987-04-30,2010-11-10,87550000,0,0,每年,董事會,勤業眾信聯合會計師事務所,蔡美貞,林政治,http://www.copartner.com.tw
3557,嘉威生活股份有限公司,嘉威,25,臺北市大安區信義路4段296號14樓之4,黃清森,吳世偉,柯愛惠,營運長,2005-04-21,2008-02-27,80300415,11730163,0,每年,董事會,安永聯合會計師事務所,洪國森,姚世傑,www.jiaweils.com
3563,牧德科技股份有限公司,牧德,2,新竹科學園區工業東二路2之3號,汪光夏,陳復生,蘇怡汎,財務長,1998-06-09,2019-04-02,58146234,13418000,0,每半會計年度,董事會,安侯建業聯合會計師事務所,吳仲舜,張純怡,www.machvision.com.tw
3576,聯合再生能源股份有限公司,聯合再生,2,新竹科學工業園區新竹市力行三路7號,洪傳獻,洪傳獻(暫代執行長),潘蕾蕾,財務長,2005-08-26,2009-01-12,1627795375,258633452,0,每年,董事會,安侯建業聯合會計師事務所,黃泳華,余聖河,http://www.urecorp.com
3583,辛耘企業股份有限公司,辛耘,1,台北市內湖區瑞光路208號11樓,謝宏亮,李宏益,陳弘育,董事長特助,1979-10-17,2013-03-12,80328000,0,0,每年,董事會,勤業眾信聯合會計師事務所,黃惠敏會計師,辛宥呈會計師,www.scientech.com.tw
3588,通嘉科技股份有限公司,通嘉,1,新竹縣竹北市台元二街1號4F-1,高育坤,祁亨忠,余淑薇,財會處長,2002-09-18,2009-08-14,60425600,0,0,每年,董事會,勤業眾信聯合會計師事務所,張雅芸,陳明煇,https://www.leadtrend.com.tw
3591,艾笛森光電股份有限公司,艾笛森,2,新北市中和區橋和路17號17樓,吳建榮,吳建榮,許正典,副總經理,2001-10-04,2010-11-12,145609435,0,0,每年,股東會,安侯建業聯合會計師事務所,楊樹芝,紀孟君,www.edison-opto.com
3592,瑞鼎科技股份有限公司,瑞鼎,1,(30078)新竹科學園區新竹市力行路23號2樓,黃裕國,林文聰,林佩怡,協理,2003-10-23,2022-01-07,75855226,0,0,每年,董事會,安侯建業聯合會計師事務所,鄭安志,吳俊源,www.rad-ic.com
3593,力銘科技股份有限公司,力銘,13,高雄市左營區菜公一路62巷15號,尤惠法,蕭勝原,黃文慶,財會行政處協理,2003-12-22,2009-03-16,93042416,30000000,0,每年,股東會,安侯建業聯合會計師事務所,陳宗哲,張淑瑩,http://www.logah.com
3596,智易科技股份有限公司,智易,15,新竹市東區光復路二段8號8樓,陳瑞聰,曾釗鵬,黃仕緯,財務長,2003-05-09,2009-03-11,220354321,0,0,每年,董事會,安侯建業聯合會計師事務所,黃更佳,區耀軍,www.arcadyan.com
3605,宏致電子股份有限公司,宏致,13,桃園市中壢區過嶺路二段530-6號,袁万丁,黃添富,扶大桂,行政處資深處長,1996-11-07,2009-03-26,148711751,0,0,每年,董事會,安侯建業聯合會計師事務所,紀孟君,楊樹芝,www.acesconn.com
3607,谷崧精密工業股份有限公司,谷崧,13,桃園市中壢區中正路1274巷48號,洪煥青,張文桐,許嘉宏,財務長,1989-06-14,2009-10-28,121662239,0,0,每年,董事會,勤業眾信聯合會計師事務所,謝明忠,王攀發,www.coxongroup.com
3617,碩天科技股份有限公司,碩天,14,台北市內湖區金莊路26號11樓,郭瑾,何&#28627;洵,陳健中,財務部協理,1997-06-27,2009-12-23,94166049,0,0,每半會計年度,董事會,勤業眾信聯合會計師事務所,陳文香,鄭淂蓁,www.cyberpower.com/tw/zh/investor
3622,洋華光電股份有限公司,洋華,2,桃園市觀音區觀音工業區經建一路31號,白志強,許益川,何逢有,副總經理,2002-07-30,2009-03-25,151327600,0,0,每年,董事會,安侯建業聯合會計師事務所,江家齊,趙敏如,www.yfo.com.tw
3645,達邁科技股份有限公司,達邁,13,新竹縣新埔鎮文德路三段127號,吳聲昌,黃貞英,陳岱村,副總經理,2000-06-22,2011-10-05,132205294,3969001,0,每年,股東會,勤業眾信聯合會計師事務所,張雅芸,方蘇立,www.taimide.com.tw
3652,精聯電子股份有限公司,精聯,12,新北市新店區寶橋路235巷136號5樓,葉佳紋,徐志達,張嘉玲,協理,2008-01-15,2022-09-21,75097500,0,0,每年,董事會,安永聯合會計師事務所,胡慎緁,郭紹彬,http://www.ute.com/
3653,健策精密工業股份有限公司,健策,13,桃園市龜山區文化里19鄰科技一路40號,趙宗信,林錦隆,林錦隆,總經理,1987-03-28,2009-11-18,142922005,0,0,每年,董事會,資誠聯合會計師事務所,王方瑜,林瑟凱,www.jentech.com.tw
3661,世芯電子股份有限公司,世芯-KY,1,114 台北市內湖區文湖街12號9樓,關建英,沈翔霖,王德善,財務長,2003-02-27,2014-10-28,80855695,2204537,0,每年,股東會,勤業眾信聯合會計師事務所,劉建良,張麗君,www.alchip.com
3665,貿聯控股(BizLink Holding Inc.),貿聯-KY,14,23553新北市中和區建一路186號3樓,梁華哲,鄧劍華,鄧劍華,總經理,2000-06-01,2011-04-21,190083193,0,0,每年,董事會,資誠聯合會計師事務所,梁華玲,黃珮娟,http://www.bizlinktech.com
3669,圓展科技股份有限公司,圓展,15,新北市土城區大安路157號8樓,郭重松　,許起裕,邱德溥,副總經理,2008-01-07,2011-08-25,92919950,0,0,每年,股東會,勤業眾信聯合會計師事務所,陳培德,劉怡青,www.aver.com
3673,"TPK Holding Co., Ltd.",TPK-KY,2,台北市內湖區民權東路六段13之18號(訴訟及非訟代理人聯絡處),江朝瑞,謝立群,江朝瑞,董事長,2005-11-21,2010-10-29,406663759,0,0,每年,股東會,勤業眾信聯合會計師事務所,莊碧玉,陳俊宏,http://www.tpk.com
3679,新至陞科技股份有限公司,新至陞,13,新北市新莊區化成路11巷36號,陳標福,蔡建勝,蔡建勝,總經理,1980-06-27,2011-10-05,63022229,0,0,每年,董事會,安侯建業聯合會計師事務所,黃泳華,余聖河,www.nishoku.com.tw
3686,達能科技股份有限公司,達能,1,新竹市東區慈雲路118號19樓之8,方震銘,方震銘,湯豐帆,處長,2007-11-09,2010-07-20,76495118,0,0,每年,股東會,資誠聯合會計師事務所,余正富,黃金連,http://www.danentech.com
3694,海華科技股份有限公司,海華,15,新北市新店區寶中路94號8樓,程建中,鄭光志,洪慶義,副總經理,2005-04-13,2011-05-03,152479208,0,0,每年,股東會,勤業眾信聯合會計師事務所,施錦川,徐文亞,www.azurewave.com
3701,大眾全球投資控股股份有限公司,大眾控,12,台北市內湖區陽光街300號1至9樓,簡民智,簡民智,羅安棣,副總經理,2004-08-30,2004-08-30,236526612,21000000,0,每年,股東會,資誠聯合會計師事務所,張淑瓊,林柏全,http://www.ficg.com.tw/
3702,大聯大控股股份有限公司,大聯大,16,臺北市南港區經貿二路189號22樓,黃偉祥,張蓉崗,袁興文,副總,2005-11-09,2005-11-09,1679056833,0,0,每年,股東會,資誠聯合會計師事務所,林一帆,林永智,www.WPGholdings.com
3703,欣陸投資控股股份有限公司,欣陸,22,臺北市大安區敦化南路二段九十五號,殷琪,張方欣,童雅靖,副總經理,2010-04-08,2010-04-08,823215980,0,0,每年,董事會,安侯建業聯合會計師事務所,陳宗哲,韓沂璉,http://www.continental-holdings.com
3704,合勤投資控股股份有限公司,合勤控,15,新竹市公道五路2段363號3樓,朱順一,楊國榮(執行長),卜嘉慶,協理,2010-08-16,2010-08-16,411517470,0,0,每年,股東會,安侯建業聯合會計師事務所,黃海寧,于紀隆,http://www.zyxelgroup.com
3705,永信國際投資控股股份有限公司,永信,19,台北市松山區民權東路三段181號11樓,李芳信,簡志維,簡志維,總經理,2011-01-03,2011-01-03,266422983,0,0,每年,董事會,安侯建業聯合會計師事務所,趙敏如,吳佳翰,www.yungshingroup.com
3706,神達控股股份有限公司,神達,12,桃園市龜山區文化二路202號,苗豐強,何繼武,何繼武,總經理,2013-09-12,2013-09-12,1206556789,0,0,每年,董事會,資誠聯合會計師事務所,劉倩瑜,李典易,www.mitac.com
3708,上緯國際投資控股股份有限公司,上緯投控,28,南投市東閔路588號,蔡朝陽,蔡孝德,洪嘉敏,協理,2016-08-31,2016-08-31,110337689,0,0,每半會計年度,董事會,安侯建業聯合會計師事務所,陳政學,張字信,http://www.swancor.com/tw/
3711,日月光投資控股股份有限公司,日月光投控,1,高雄市楠梓區經三路26號,張虔生,張洪本,吳田玉,營運長,2018-04-30,2018-04-30,4418995632,0,0,每年,董事會,勤業眾信聯合會計師事務所,許凱甯,郭麗園,www.aseglobal.com
3712,永崴投資控股股份有限公司,永崴投控,12,新北市土城區中央路四段49號,郭台強,胡惠森,林坤煌,財務長暨公司治理長,2018-10-01,2018-10-01,246242146,0,0,每年,董事會,資誠聯合會計師事務所,周筱姿,梁益彰,www.fit-holding.com
3714,富采投資控股股份有限公司,富采,2,新竹市東區自由路67號9樓之1,彭&#21452;浪,彭&#21452;浪,劉興嘉,副總經理,2021-01-06,2021-01-06,737940460,70000000,0,每年,董事會,資誠聯合會計師事務所,李典易,周建宏,http://www.ennostar.com
3715,定穎投資控股股份有限公司,定穎投控,13,桃園市蘆竹區民權路50號6樓,黃銘宏,劉國瑾,劉國瑾,總經理,2022-08-25,2022-08-25,277674584,0,0,每年,董事會,安永聯合會計師事務所,羅筱靖,張志銘,https://www.dynaholding.com
3716,中化投資控股股份有限公司,中化控股,19,台北市中正區襄陽路二十三號二樓,王謝怡貞,王厚凱(執行長),陳誼芬,處長,2024-09-02,2024-09-02,149040540,0,0,每年,股東會,資誠聯合會計師事務所,林柏全,游淑芬,https://www.cenra.com/
4104,佳醫健康事業股份有限公司,佳醫,19,新北市中和區中正路880號17樓,傅輝東,張明正,張明正,總經理,1988-03-15,2007-12-31,163397577,0,0,每年,董事會,安侯建業聯合會計師事務所,郭柔蘭,陳俊光,www.excelsiormedical.com.tw
4106,雃博股份有限公司,雃博,19,新北巿土城區民生街九號,雅勝 代表人:李永川,李文德,李永川,董事長,1990-03-17,2004-11-08,100911557,0,0,每年,董事會,安侯建業聯合會計師事務所,寇惠植,陳蓓琪,https://tw.wellell.com/zh-tw
4108,懷特生技新藥股份有限公司,懷特,19,台北市復興北路167號5樓之1,李伊俐,李伊伶,黃智圓,財會主管,1998-11-24,2008-07-16,198618879,12861429,0,每年,股東會,安永聯合會計師事務所,余倩如,張巧穎,www.phytohealth.com.tw
4119,旭富製藥科技股份有限公司,旭富,19,桃園市蘆竹區濱海里13鄰海湖北路309巷61號,翁維駿,周文智,楊文禎,財務行政處副總經理,1987-09-18,2004-01-07,119508634,0,0,每年,股東會,安侯建業聯合會計師事務所,辛郁婷,黃更佳,www.sci-pharmtech.com.tw
4133,亞諾法生技股份有限公司,亞諾法,19,台北市內湖區洲子街108號9樓,黃韋伯,紀姵如,紀姵如,總經理,2002-01-04,2009-12-28,60553594,0,0,每年,董事會,安侯建業聯合會計師事務所,江曉苓,吳趙仁,http://www.abnova.com
4137,麗豐股份有限公司,麗豐-KY,19,台北市信義區松仁路107號10樓,陳碧華,趙承佑,葉建志,財務長,2012-07-03,2013-11-27,82492350,0,0,每年,股東會,資誠聯合會計師事務所,王菘澤,林一帆,http://www.chlitinaholding.com/
4142,國光生物科技股份有限公司,國光生,19,427台中市潭子區潭興路一段3號,詹啟賢,留忠正,潘飛,法務長,1965-12-22,2012-05-03,429507750,0,0,每年,股東會,資誠聯合會計師事務所,徐建業,劉美蘭,http://www.adimmune.com.tw/
4148,全宇生技控股有限公司,全宇生技-KY,19,台北市松山區復興北路181號7樓之4(訴訟及非訟代理人聯絡處),彭士豪,彭士豪,石景薇,財務長,2010-03-26,2017-06-08,64034001,0,0,每半會計年度,董事會,勤業眾信聯合會計師事務所,虞成全,梁盛泰,www.allcosmos.com
4155,訊映光電股份有限公司,訊映,19,300新竹市公道五路二段91號,賴家德,賴家德,侯奇政,財會主管,2004-09-27,2017-12-05,147059164,0,0,每年,董事會,資誠聯合會計師事務所,江采燕,蔣承翰,http://www.okbiotech.com
4164,承業生醫投資控股股份有限公司,承業醫,19,台北市內湖區行愛路88號,李沛霖,李明倫,李明倫,總經理,2009-11-27,2012-10-24,184648871,4722000,0,每年,董事會,資誠聯合會計師事務所,顏裕芳,鄧聖偉,www.chcg.com
4190,佐登妮絲集團股份有限公司,佐登-KY,19,"Oleander Way, 802 West Bay Road, P.O.Box 32052, Grand Cayman",陳正雄,陳佳琦,陳佳琦,集團總經理,2010-06-21,2015-10-21,61952312,0,0,每年,董事會,勤業眾信聯合會計師事務所,劉怡青,黃秀椿,https://www.jourdeness.com
4306,炎洲股份有限公司,炎洲,4,臺北市內湖區行善路397號7樓,李志賢,方淑芬,方淑芬,總經理,1978-03-07,2008-01-21,679208467,0,0,每年,董事會,安永聯合會計師事務所,劉榮進,謝勝安,https://www.ycgroup.tw/
4414,如興股份有限公司,如興,27,台北市松山區復興北路57號13樓之4,紀宗明,James Ian Harrison,許益瑞,執行副總經理,1977-11-23,2004-09-06,220115773,33720217,0,每半會計年度,股東會,信永中和聯合會計師事務所,陳光慧,郭鎮宇,http://www.roohsing.com.tw
4426,利勤實業股份有限公司,利勤,27,雲林縣斗六市斗工十二路5號,洪文耀,待補,簡瑋倫,資深經理,1997-09-26,2011-12-16,172677198,0,0,每年,股東會,安侯建業聯合會計師事務所,張字信,陳政學,http://www.li-cheng.com.tw
4438,廣越企業股份有限公司,廣越,27,台北市內湖區瑞光路607號6樓,吳朝筆,唐湘梅,黃姝榕,財務長,1995-10-30,2016-10-18,103425455,0,0,每年,股東會,勤業眾信聯合會計師事務所,呂宜真,黃毅民,http://www.qve.com.tw
4439,冠星集團控股有限公司,冠星-KY,27,臺北市中山區南京東路2段178號7樓(台灣分公司),興茂集團控股有限公司(代表人:林錦茂),林經偉,林經偉,總經理,2013-05-21,2019-12-05,38035800,0,0,每年,股東會,資誠聯合會計師事務所,林雅慧,林柏全,http://www.tstco.com.hk
4440,宜新實業股份有限公司,宜新實業,27,台北巿內湖區瑞光路266號11樓,詹正田,翁茂誠,黃肇欽,生產部協理,2013-06-21,2021-10-25,67598000,0,0,每年,董事會,安侯建業聯合會計師事務所,潘俊名,鄒依芸,http://www.yishin-textile.com.tw
4526,東台精機股份有限公司,東台,11,高雄市路竹區路科三路三號,嚴瑞雄,嚴瑞雄,嚴璐,副總,1969-01-09,2003-09-15,254826461,0,0,每年,股東會,勤業眾信聯合會計師事務所,劉裕祥,郭麗園,http://www.tongtai.com.tw/
4532,瑞智精密股份有限公司,瑞智,11,桃園市觀音區成功路二段943號,陳盛沺,馮明法,柯志成,副總經理,1989-12-19,2003-08-04,504915105,0,0,每年,董事會,勤業眾信聯合會計師事務所,鄭欽宗,張青霞,www.rechi.com
4536,拓凱實業股份有限公司,拓凱,32,(421)臺中市后里區廣福里星科路18號,沈文振,沈貝倪,鄒國泰,發言人,1980-07-11,2013-10-09,90820000,0,0,每半會計年度,董事會,勤業眾信聯合會計師事務所,吳少君,蘇定堅,http://www.topkey.com.tw
4540,全球傳動科技股份有限公司,全球傳動,11,新北市樹林區三多路123號,李清崑,李進勝,江文隆,經營管理中心協理,2010-07-09,2018-08-15,109138184,0,0,每年,股東會,資誠聯合會計師事務所,支秉鈞,徐明釧,www.tbimotion.com.tw
4545,銘鈺精密工業股份有限公司,銘鈺,13,桃園市觀音區國瑞路2號,謝錦興,方光義,蕭佳伶,財務主管,2001-01-18,2016-01-06,77000000,0,0,每年,股東會,安侯建業聯合會計師事務所,蔡孟娟,鄭安志,https://www.mapi.com.tw
